"reactdt","roads","mstfmds","mastfrm","thrdtds","thrgrds","pkqtycd","thercls","excdgds","roacd","orgbkfg","metsize","deaclds","therdtl","pksize","manfnme","maintin","thergrp","excldrg","deactdt","prodcat","orgbkcd","ndcnum","prodnme","orgbkds","generid","thrclds","strngth","gnindds","prdctds","deaclas","gennme","maintds","actind","siglsrc","genind","desidrg","gennme2","methadone"
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00112","Schedule II",2808080040,112,"STAT RX USA",2,8,0,2014-06-01,10,"AA","42549057802","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00168","Schedule II",2808080040,168,"STAT RX USA",2,8,0,2014-06-01,10,"AA","42549057808","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00028","Schedule II",2808080040,28,"STAT RX USA",2,8,0,2014-06-01,10,"AA","42549057828","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"STAT RX USA",2,8,0,2014-06-01,10,"AA","42549057830","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00056","Schedule II",2808080040,56,"STAT RX USA",2,8,0,2014-06-01,10,"AA","42549057856","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"STAT RX USA",2,8,0,2014-06-01,10,"AA","42549057860","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"EPIC PHARMA, LLC",2,8,0,NA,2,"AA","42806031801","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"PD-RX PHARMACEUTICALS INC.",2,8,0,2018-07-20,10,"AA","43063022260","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"PD-RX PHARMACEUTICALS INC.",2,8,0,2018-07-20,10,"AA","43063022290","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00180","Schedule II",2808080040,180,"PD-RX PHARMACEUTICALS INC.",2,8,0,2018-07-20,10,"AA","43063022293","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"PD-RX PHARMACEUTICALS INC.",2,8,0,2018-07-20,10,"AA","43063022298","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
2015-06-01,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000005.0000 GM","Schedule II",9601010128,1,"SPECTRUM PHARMACY PRODUCTS",4,31,0,2010-05-17,11,"NR","49452455301","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
2015-06-01,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000025.0000 GM","Schedule II",9601010128,1,"SPECTRUM PHARMACY PRODUCTS",4,31,0,2010-05-17,11,"NR","49452455302","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
2015-06-01,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000100.0000 GM","Schedule II",9601010128,1,"SPECTRUM PHARMACY PRODUCTS",4,31,0,2010-05-17,11,"NR","49452455303","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000500.0000 GM","Schedule II",9601010128,1,"SPECTRUM PHARMACY PRODUCTS",4,31,0,NA,11,"NR","49452455305","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000001.0000 GM","Schedule II",9601010128,1,"SPECTRUM PHARMACY PRODUCTS",4,31,0,NA,11,"NR","49452455306","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000000.0500 GM","Schedule II",9601010128,1,"SPECTRUM PHARMACY PRODUCTS",4,31,0,NA,11,"NR","49452455307","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"QUALITY CARE PRODUCTS, LLC",2,8,0,2014-12-31,10,"AA","49999083901","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"QUALITY CARE PRODUCTS, LLC",2,8,0,2014-12-31,10,"AA","49999083930","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"QUALITY CARE PRODUCTS, LLC",2,8,0,2014-12-31,10,"AA","49999083960","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"QUALITY CARE PRODUCTS, LLC",2,8,0,2014-12-31,10,"AA","49999083990","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"QUALITY CARE PRODUCTS, LLC",2,8,0,2016-02-03,4,"NR","49999084030","METHADOSE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"QUALITY CARE PRODUCTS, LLC",2,8,0,2016-02-03,4,"NR","49999084060","METHADOSE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"QUALITY CARE PRODUCTS, LLC",2,8,0,2015-01-01,4,"NR","49999084130","METHADOSE","Not Rated",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource brand, no generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",2,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"QUALITY CARE PRODUCTS, LLC",2,8,0,2015-01-01,4,"NR","49999084160","METHADOSE","Not Rated",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource brand, no generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",2,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"QUALITY CARE PRODUCTS, LLC",2,8,0,2015-01-01,10,"AA","49999096330","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"QUALITY CARE PRODUCTS, LLC",2,8,0,2015-01-01,10,"AA","49999096360","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"QUALITY CARE PRODUCTS, LLC",2,8,0,2015-01-01,10,"AA","49999096390","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000100.0000 GM","Schedule II",9601010128,1,"UDL LABORATORIES, INC.",4,31,0,2001-12-01,11,"NR","51079068155","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","N","N",7,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000946.0000 ML","Schedule II",2808080040,1,"UDL LABORATORIES, INC.",2,8,0,2001-12-01,2,"AA","51079069439","METHADONE HCL","No BioEq Prob In Std Dose Form",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"UDL LABORATORIES, INC.",2,8,0,2001-12-01,2,"AA","51079089840","METHADONE HCL","No BioEq Prob In Std Dose Form",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000001.0000 GM","Schedule II",9601010128,1,"FAGRON INC",4,31,0,NA,11,"NR","51552072801","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000005.0000 GM","Schedule II",9601010128,1,"FAGRON INC",4,31,0,NA,11,"NR","51552072802","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000025.0000 GM","Schedule II",9601010128,1,"FAGRON INC",4,31,0,NA,11,"NR","51552072804","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000100.0000 GM","Schedule II",9601010128,1,"FAGRON INC",4,31,0,NA,11,"NR","51552072806","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000001.0000 GM","Schedule II",9601010128,1,"PROFESSIONAL COMPOUNDING CENTERS",4,31,0,NA,11,"NR","51927101700","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000005.0000 GM","Schedule II",9601010128,1,"FREEDOM PHARMACEUTICALS, INC.",4,31,0,2016-10-31,11,"NR","52372079601","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","N","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000025.0000 GM","Schedule II",9601010128,1,"FREEDOM PHARMACEUTICALS, INC.",4,31,0,2016-10-31,11,"NR","52372079602","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","N","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000001.0000 GM","Schedule II",9601010128,1,"FREEDOM PHARMACEUTICALS, INC.",4,31,0,2016-10-31,11,"NR","52372079603","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","N","N",7,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"PHARMA PAC A SERVICE HJ HARKINS CO.",2,8,0,NA,10,"AA","52959038602","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"PHARMA PAC A SERVICE HJ HARKINS CO.",2,8,0,NA,10,"AA","52959038630","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"PHARMA PAC A SERVICE HJ HARKINS CO.",2,8,0,NA,10,"AA","52959038660","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"PHARMA PAC A SERVICE HJ HARKINS CO.",2,8,0,NA,10,"AA","52959038690","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"PHARMA PAC A SERVICE HJ HARKINS CO.",2,8,0,NA,10,"AA","52959043502","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"PHARMA PAC A SERVICE HJ HARKINS CO.",2,8,0,NA,10,"AA","52959043530","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"PHARMA PAC A SERVICE HJ HARKINS CO.",2,8,0,NA,10,"AA","52959043560","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"PHARMA PAC A SERVICE HJ HARKINS CO.",2,8,0,NA,10,"AA","52959043590","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"PHYSICIANS TOTAL CARE",2,8,0,2016-02-03,4,"AA","54868285400","METHADOSE","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"PHYSICIANS TOTAL CARE",2,8,0,2016-02-03,4,"AA","54868285401","METHADOSE","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"PHYSICIANS TOTAL CARE",2,8,0,2016-02-03,4,"AA","54868285402","METHADOSE","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00300","Schedule II",2808080040,300,"PHYSICIANS TOTAL CARE",2,8,0,2016-02-03,4,"NR","54868285403","METHADOSE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"PHYSICIANS TOTAL CARE",2,8,0,2016-02-03,4,"AA","54868440800","METHADOSE","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00020","Schedule II",2808080040,20,"PHYSICIANS TOTAL CARE",2,8,0,2016-02-03,4,"AA","54868440801","METHADOSE","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",3,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"PHYSICIANS TOTAL CARE",2,8,0,NA,10,"AA","54868494800","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"PHYSICIANS TOTAL CARE",2,8,0,NA,10,"AA","54868494801","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"PHYSICIANS TOTAL CARE",2,8,0,NA,10,"AA","54868494802","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00050","Schedule II",2808080040,50,"PHYSICIANS TOTAL CARE",2,8,0,NA,10,"AA","54868494803","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00300","Schedule II",2808080040,300,"PHYSICIANS TOTAL CARE",2,8,0,2015-06-30,10,"NR","54868494804","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"PHYSICIANS TOTAL CARE",2,8,0,NA,10,"NR","54868494805","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"PHYSICIANS TOTAL CARE",2,8,0,NA,10,"NR","54868494806","METHADONE","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00150","Schedule II",2808080040,150,"PHYSICIANS TOTAL CARE",2,8,0,NA,10,"AA","54868494807","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
